Protein.IDs,LFQ.intensity.01.51.48.N,LFQ.intensity.02.2870.17.T,LFQ.intensity.03.613.19.T,LFQ.intensity.04.91.19.N,LFQ.intensity.05.1200.18.N,LFQ.intensity.06.34.20.T,LFQ.intensity.07.306.19.T,LFQ.intensity.08.2283.18.T,LFQ.intensity.10.885.17.T,LFQ.intensity.11.51.18.T,LFQ.intensity.12.1315.18.T,LFQ.intensity.13.1219.17.T,LFQ.intensity.14.1301.19.N,LFQ.intensity.15.1219.17.N,LFQ.intensity.16.2286.19.T,LFQ.intensity.17.2097.17.T,LFQ.intensity.18.1301.19.T,LFQ.intensity.19.2870.17.N,LFQ.intensity.20.2097.17.N,LFQ.intensity.21.613.19.N,LFQ.intensity.22.1200.18.T,LFQ.intensity.23.1512.18.T,LFQ.intensity.24.885.17.N,LFQ.intensity.25.2286.19.N,LFQ.intensity.26.91.19.T,LFQ.intensity.27.1315.18.N,LFQ.intensity.28.2283.18.N
sp|P02545|LMNA_HUMAN;sp|P02545-2|LMNA_HUMAN;sp|P02545-6|LMNA_HUMAN;sp|P02545-3|LMNA_HUMAN;sp|P02545-5|LMNA_HUMAN;sp|P02545-4|LMNA_HUMAN,56603000,23305000,83068000,82461000,86061000,75014000,33824000,94422000,67190000,89270000,54186000,23843000,67463000,45511000,106050000,22569000,40379000,61797000,63085000,65692000,62857000,70950000,65485000,58075000,55986000,68955000,68841000
sp|P02549-2|SPTA1_HUMAN;sp|P02549|SPTA1_HUMAN,12135000,695570,4120900,2947400,12481000,2466900,NA,610540,1319500,1207000,1210800,669490,9403000,23171000,388460,2823500,NA,11004000,25234000,48886000,NA,NA,12475000,9226600,NA,7729300,9900700
sp|P02647|APOA1_HUMAN,12107000,3913900,17614000,7345200,43707000,23386000,13627000,15259000,12038000,9115300,19529000,30559000,15658000,75920000,7009600,11855000,10760000,17209000,31297000,6217200,13209000,19362000,9705400,24472000,8477000,23100000,7546400
sp|P02652|APOA2_HUMAN,3328800,NA,3587400,NA,7936700,10181000,4730400,3506600,4649700,3520500,8377300,7619400,3169100,14040000,NA,9830100,2768800,7201100,7398800,NA,3429000,6620900,3130700,7416600,3840800,4670200,NA
sp|P02671-2|FIBA_HUMAN,217410000,6778900,5269700,13559000,31331000,10854000,41162000,6405800,7827000,13924000,7383700,37186000,26634000,39552000,1646400,17461000,5087200,81115000,51724000,8529200,1357200,15537000,16996000,10567000,9843100,17459000,37866000
sp|P02675|FIBB_HUMAN,259280000,18465000,15666000,12737000,44245000,18345000,57290000,7900400,8709200,15612000,9427700,88197000,29158000,47828000,11773000,33340000,5786700,137550000,69829000,29067000,4381600,14240000,13250000,18373000,9596000,16927000,36919000
sp|P02679|FIBG_HUMAN;sp|P02679-2|FIBG_HUMAN,201160000,15882000,18191000,10912000,46889000,11972000,78957000,6859700,6207700,14448000,11120000,72680000,20303000,59144000,11090000,34833000,3573900,111490000,87225000,32657000,5973200,8976100,12378000,25602000,5645100,21901000,31394000
sp|P02730|B3AT_HUMAN;sp|P02730-2|B3AT_HUMAN,7501000,1478000,4709400,3224400,10801000,1563800,88351,93198,NA,150600,NA,1760600,5503100,19080000,939020,2942100,133060,6270000,22138000,28587000,55999,140350,6108300,7812400,62867,7179000,5423500
sp|P02743|SAMP_HUMAN,114940000,11515000,32796000,154610000,156010000,63656000,5808400,39824000,70097000,40777000,69617000,25239000,233140000,111810000,19006000,11917000,34215000,55850000,158350000,111020000,104740000,30060000,101880000,101920000,42941000,190430000,60237000
sp|P02746|C1QB_HUMAN,5830200,3529200,1708600,4379000,6521800,2793800,3078500,2454400,3156200,3531700,12091000,4419300,4656800,10736000,779570,2076900,3125200,7590200,5436500,6350300,3524000,NA,5252600,2983800,2452900,10083000,4503100
sp|P02747|C1QC_HUMAN,3519400,2486900,NA,2305500,4253800,2504000,3469000,5782800,2247600,2286700,11804000,2732900,3825500,7174500,NA,1723800,2577000,5065200,4157600,5948200,2752100,NA,2588900,2105600,2308400,9174600,2595900
sp|P02748|CO9_HUMAN,22058000,13975000,10207000,38423000,37829000,18431000,17145000,11850000,15000000,15003000,13718000,31547000,29598000,36693000,4894300,9905900,8523800,17360000,23626000,21266000,29679000,14398000,17985000,13380000,15103000,42691000,9340000
sp|P02750|A2GL_HUMAN,3510200,4068900,4604700,NA,5744800,2042800,5203600,2138300,2079100,3426300,3428000,6923100,1583400,11392000,1802600,4193700,1331700,4154800,6532600,3020400,2403600,3887400,1917100,1983700,2273100,2488900,1672800
sp|P02751-1|FINC_HUMAN;sp|P02751-3|FINC_HUMAN;sp|P02751|FINC_HUMAN;sp|P02751-8|FINC_HUMAN;sp|P02751-7|FINC_HUMAN;sp|P02751-17|FINC_HUMAN;sp|P02751-14|FINC_HUMAN;sp|P02751-5|FINC_HUMAN;sp|P02751-6|FINC_HUMAN;sp|P02751-9|FINC_HUMAN;sp|P02751-10|FINC_HUMAN;sp|P02751-11|FINC_HUMAN;sp|P02751-13|FINC_HUMAN;sp|P02751-4|FINC_HUMAN;sp|P02751-12|FINC_HUMAN;sp|P02751-16|FINC_HUMAN;sp|P02751-2|FINC_HUMAN,40173000,23982000,54564000,49512000,49962000,23160000,43713000,51529000,18688000,23078000,138050000,83700000,57921000,42449000,7982500,26339000,43979000,39822000,54739000,63411000,74102000,32011000,34593000,26274000,26908000,46699000,32542000
sp|P02753|RET4_HUMAN,2595700,2074000,6777400,1782600,5022000,3474100,1219200,1500400,2870300,2395900,2886000,3132300,1683600,8153800,4305900,4313300,1313600,2483600,2896200,9443900,2707600,1328300,NA,5597300,NA,2140700,NA
sp|P02760|AMBP_HUMAN,8747500,2735800,8971100,39802000,17561000,6529500,988020,9395200,6042300,3313900,6456000,4779200,22354000,19590000,1975600,1906900,2485300,9550900,24240000,33626000,5975800,4918500,23559000,15934000,7026300,44521000,16078000
sp|P02763|A1AG1_HUMAN,2383900,5199600,13083000,2741400,8145000,5334500,3593200,6719600,8153100,3564000,2301500,11774000,6047000,20263000,5489100,6425100,3674700,5513700,13410000,6831800,4427500,3455400,8045400,3896200,5055400,3875000,3976100
sp|P02765|FETUA_HUMAN,2996500,2123100,3469800,3385300,11205000,5476500,1528700,4354700,3711200,NA,4119300,3418400,6447200,15362000,3647600,2697700,3850700,5601400,6076500,5621900,4607100,2644800,5793700,3532200,3045000,2370200,1456500
sp|P02766|TTHY_HUMAN,930560,1124200,3846900,1807600,3174500,2269900,841890,1221100,1819200,394650,2196500,2600000,1853800,4177800,5174000,1126600,475900,1201100,3130500,4154700,1768500,1107700,1511400,5898500,820870,2375700,1038200
sp|P02786|TFR1_HUMAN,NA,3488300,1772800,NA,1200000,1063100,5592200,932280,762810,1670000,2406900,1233700,1661500,2754000,461370,2035300,2864000,2842100,2031400,1695500,NA,NA,NA,1800300,NA,1946800,4633700
sp|P02787|TRFE_HUMAN,19214000,23344000,37468000,27766000,55996000,40383000,18683000,23443000,26935000,15732000,27380000,32333000,37249000,77461000,31009000,19042000,18298000,27893000,29745000,36432000,31110000,31304000,28888000,23470000,22942000,30462000,13871000
sp|P02788-2|TRFL_HUMAN;sp|P02788|TRFL_HUMAN,8568500,8459600,14657000,14714000,11055000,3866000,3469700,1925100,3941800,3640900,3510200,56891000,3995600,12570000,2646000,19500000,1066500,7836500,8149100,8775400,10408000,6544900,10627000,2003400,1694200,6184900,2374100
sp|P02790|HEMO_HUMAN,4489400,5815400,13325000,5203000,16218000,7526400,6334800,7092900,5670300,6194000,10390000,13879000,8654400,22903000,7840500,7006700,3527600,7003200,14008000,11020000,10772000,7723800,8221600,12771000,3599800,9057800,3311700
sp|P02792|FRIL_HUMAN,45905000,57211000,304070000,43053000,165030000,101280000,27808000,46248000,37403000,27927000,77928000,108410000,38135000,91096000,35902000,54694000,56436000,89193000,52252000,209740000,67621000,28965000,45369000,34704000,43931000,33126000,43600000
sp|P02794|FRIH_HUMAN,10942000,23667000,102670000,4504600,65472000,44203000,15038000,35914000,24780000,11446000,30986000,43770000,18619000,28870000,23852000,21865000,37821000,26896000,20096000,64903000,32521000,20645000,24459000,16667000,32396000,12943000,23978000
sp|P03950|ANGI_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P03952|KLKB1_HUMAN;sp|P20718|GRAH_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P03956|MMP1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04040|CATA_HUMAN,30706000,12842000,21344000,29178000,27790000,25173000,7468500,9219200,12198000,9176400,5107000,21040000,39463000,44001000,43276000,11942000,8221800,43675000,41450000,61060000,6070600,9643200,33216000,29390000,7482800,25220000,29494000
sp|P04062-4|GBA1_HUMAN;sp|P04062-2|GBA1_HUMAN;sp|P04062|GBA1_HUMAN;sp|P04062-5|GBA1_HUMAN;sp|P04062-3|GBA1_HUMAN,NA,885630,NA,NA,NA,NA,863510,985560,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058300,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04066|FUCO_HUMAN,NA,1076200,2369800,NA,1115900,1489300,1041000,2077500,605100,1265600,1773200,951000,707610,1366400,1917900,1212200,735400,1888400,1480400,2126000,2228000,1713000,NA,1005600,774680,1212000,2052000
sp|P04075|ALDOA_HUMAN;sp|P04075-2|ALDOA_HUMAN,34240000,59943000,87052000,39347000,44096000,61392000,86507000,116040000,81381000,61683000,70545000,110890000,29662000,29750000,47306000,90379000,106250000,29175000,27971000,37059000,216240000,104050000,28853000,28234000,61351000,26100000,40793000
sp|P04080|CYTB_HUMAN,6684900,5772400,18164000,7887500,12400000,11884000,10162000,14098000,10674000,8320800,17383000,8131800,9245500,10196000,14894000,11901000,17248000,9125000,10929000,10861000,13841000,6855400,6213900,5988100,7322500,9474000,13495000
sp|P04083|ANXA1_HUMAN,28839000,24228000,87989000,45897000,57358000,34636000,24184000,73993000,101410000,20525000,46654000,33950000,44947000,38470000,55718000,15774000,115030000,42616000,46483000,38304000,64949000,137200000,48949000,64394000,34492000,54877000,65421000
sp|P04150-7|GCR_HUMAN;sp|P04150-5|GCR_HUMAN;sp|P04150-9|GCR_HUMAN;sp|P04150-2|GCR_HUMAN;sp|P04150-6|GCR_HUMAN;sp|P04150-8|GCR_HUMAN;sp|P04150-10|GCR_HUMAN;sp|P04150|GCR_HUMAN;sp|P04150-3|GCR_HUMAN;sp|P04150-13|GCR_HUMAN;sp|P04150-12|GCR_HUMAN;sp|P04150-11|GCR_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04179-4|SODM_HUMAN;sp|P04179|SODM_HUMAN;sp|P04179-2|SODM_HUMAN;sp|P04179-3|SODM_HUMAN,16293000,17786000,11153000,8299200,17864000,18943000,6997500,11120000,13771000,12203000,30028000,20586000,11462000,18306000,19935000,6592800,7971800,24992000,13989000,21449000,22003000,8824300,10519000,8709000,10410000,18651000,12457000
sp|P04181|OAT_HUMAN;sp|P04181-2|OAT_HUMAN,NA,4140100,1582300,NA,NA,NA,2225800,NA,NA,719590,533390,3674400,NA,NA,2409700,8617000,700850,NA,NA,NA,1541400,NA,NA,NA,NA,NA,NA
sp|P04196|HRG_HUMAN,4618300,1827200,2944100,2638700,5785100,5076200,1837200,3042400,1527600,1972300,3311900,5011600,3219600,8199000,2597800,2848800,1995200,3948700,3980500,4296100,3543600,3356300,2848300,8431400,2065300,4769300,2545700
sp|P04211|LV743_HUMAN,1933500,NA,NA,NA,2217800,NA,NA,NA,NA,NA,NA,NA,1457700,NA,NA,NA,NA,NA,NA,NA,3244900,NA,NA,NA,1493000,NA,NA
sp|P04216|THY1_HUMAN,1267500,844000,1883400,NA,3590400,2235700,NA,1659000,1959100,3921400,4549200,2040600,1036600,NA,1930900,NA,735830,1146400,1583500,1734000,2422200,NA,NA,2031800,907110,NA,NA
sp|P04217|A1BG_HUMAN;sp|P04217-2|A1BG_HUMAN,12020000,16823000,28836000,15993000,34596000,23993000,15298000,14504000,16984000,13075000,17397000,33370000,20087000,46856000,16869000,19078000,7592000,16076000,27672000,26543000,14802000,19528000,10864000,13126000,7902200,11294000,13279000
sp|P04233-5|HG2A_HUMAN;sp|P04233-2|HG2A_HUMAN;sp|P04233-4|HG2A_HUMAN;sp|P04233|HG2A_HUMAN;sp|P04233-3|HG2A_HUMAN,4986200,3721000,1945200,2161800,2788700,5047500,1165100,6983600,1536900,3922000,3256000,3322500,2464300,2788300,NA,NA,1878000,5505800,3844300,3353700,2482400,1395800,2262400,1471300,1488600,5104700,5375800
sp|P04275|VWF_HUMAN,7867700,1200500,2187200,4576300,7322900,1917900,556660,338490,2151800,1642100,377780,1111300,4592700,4915600,4603600,327340,567550,3861200,3442400,4031000,914870,1001200,7420600,5014500,545830,5332000,1933100
sp|P04350|TBB4A_HUMAN,NA,NA,NA,NA,NA,NA,525090,NA,192360,212580,1732900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04406|G3P_HUMAN;sp|P04406-2|G3P_HUMAN,82050000,233810000,209530000,87233000,92775000,179630000,90926000,161710000,149170000,139890000,156560000,177630000,62246000,81015000,157900000,206500000,218410000,83449000,65865000,88062000,166160000,218170000,69619000,103550000,159980000,69062000,81572000
sp|P04424|ARLY_HUMAN;sp|P04424-2|ARLY_HUMAN;sp|P04424-3|ARLY_HUMAN,1383400,782520,1907100,992280,898860,2601400,1409500,1159700,844180,1256200,1071700,1897900,NA,1301300,NA,793370,1908600,994210,1183400,1268300,1518100,1670100,1350000,871130,1732700,803610,1408400
sp|P04433|KV311_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04439|HLAA_HUMAN;sp|P04439-2|HLAA_HUMAN,21991000,23346000,11286000,7841300,6830100,15071000,3637800,7006700,20931000,21467000,17856000,12594000,12185000,11994000,4383800,7686700,11624000,16249000,10108000,15527000,3734000,6308100,17017000,6788000,12820000,16061000,11197000
sp|P04440|DPB1_HUMAN,3720000,1582900,1258500,NA,2801800,5977700,887500,5586000,5912700,3547900,5529900,2179800,6317800,3409800,NA,567850,3878400,3221900,3476500,1212000,NA,NA,3356300,NA,NA,2932700,3101600
sp|P04626-5|ERBB2_HUMAN;sp|P04626-4|ERBB2_HUMAN;sp|P04626|ERBB2_HUMAN;sp|P04626-3|ERBB2_HUMAN;sp|P04626-2|ERBB2_HUMAN;sp|P04626-6|ERBB2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2865800,1128100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04632|CPNS1_HUMAN,5686900,3977700,7439600,8615700,8251800,5937700,2782800,5787300,4281500,3886000,4168700,2988300,5323800,5392700,8775700,2215800,4914100,5086100,8123000,5546200,3107500,4513500,5045400,4347600,2751700,5485700,4833600
sp|P04792|HSPB1_HUMAN,123990000,83034000,130980000,160230000,134820000,200400000,130070000,264550000,67766000,184050000,174190000,113600000,98553000,93557000,60125000,172090000,129920000,106830000,94675000,83925000,206810000,149760000,127700000,153370000,143630000,127100000,184340000
sp|P04798|CP1A1_HUMAN;sp|P04798-3|CP1A1_HUMAN;sp|P04798-2|CP1A1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04818|TYSY_HUMAN;sp|P04818-2|TYSY_HUMAN;sp|P04818-3|TYSY_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04839|CY24B_HUMAN,2939900,5574600,1231000,903910,3269000,3200800,1059800,3103000,3722200,2052900,7306400,3314300,1816300,3778200,NA,1539800,4457100,7932100,5283100,2089700,2555900,3145100,1344800,1564300,2386900,2018200,2667300
sp|P04843|RPN1_HUMAN,8542200,10934000,11094000,5969200,7727000,11492000,13687000,9981300,11679000,12149000,9162900,12352000,6000400,6864400,12719000,15166000,10215000,10010000,7085400,8849300,12068000,7526600,5540100,7228000,12979000,7676900,7897800
sp|P04844-2|RPN2_HUMAN;sp|P04844|RPN2_HUMAN,1252400,1251200,1715200,1423800,1387800,1599300,2036700,1221800,947190,944400,1444600,1738600,NA,1005700,1658100,1342900,1059400,1943900,1421500,1856500,1807400,895040,NA,1171000,1337700,1445100,NA
sp|P04899|GNAI2_HUMAN;sp|P04899-4|GNAI2_HUMAN;sp|P04899-6|GNAI2_HUMAN;sp|P04899-3|GNAI2_HUMAN;sp|P04899-5|GNAI2_HUMAN;sp|P04899-2|GNAI2_HUMAN,9904800,6814200,3568600,12698000,6613800,7410400,3241000,8745100,7208300,6365900,8584400,4708900,7105500,7041300,3922600,3172800,7090000,8817200,8343400,5790800,5204100,7162100,9422500,6790500,6662400,12389000,12072000
sp|P04908|H2A1B_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P04920-2|B3A2_HUMAN;sp|P04920-3|B3A2_HUMAN;sp|P04920|B3A2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P05023-4|AT1A1_HUMAN;sp|P05023|AT1A1_HUMAN;sp|P05023-3|AT1A1_HUMAN;sp|P05023-2|AT1A1_HUMAN,13224000,18576000,21934000,16822000,12381000,19395000,12076000,12068000,14212000,17520000,12202000,20622000,13868000,14318000,22639000,20475000,14379000,14097000,12488000,14037000,19663000,20954000,14677000,13131000,16011000,17100000,14538000
sp|P05026-2|AT1B1_HUMAN;sp|P05026|AT1B1_HUMAN,1119900,2395200,2940800,1892200,1237100,1531500,2855200,1050800,NA,2299300,1195600,3704200,1306300,1194200,2868800,2768800,1298000,1855400,996570,933650,2781200,2356100,NA,2868400,1873800,2566700,NA
sp|P05090|APOD_HUMAN,5271200,3704100,4464000,3529400,11042000,4090400,2417900,4409700,3140700,1759100,5207900,6324900,8414500,13104000,2599700,3626400,5487900,8587500,6957500,9623800,6836400,3638100,3799200,3775800,2764300,4051100,8503200
sp|P05091|ALDH2_HUMAN;sp|P05091-2|ALDH2_HUMAN,12896000,8720100,6531100,14444000,18917000,11291000,3531100,10442000,5412600,23637000,5822800,11194000,12201000,27695000,44029000,3080100,2633200,24179000,41992000,30502000,10665000,4527000,12774000,19488000,4110600,16517000,23541000
sp|P05106-2|ITB3_HUMAN;sp|P05106-3|ITB3_HUMAN;sp|P05106|ITB3_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P05107|ITB2_HUMAN,9714200,15422000,6920800,2240900,10748000,8105900,3711500,8413700,7246000,6759200,13455000,15542000,6297800,9609100,9567100,6531000,10913000,16294000,9195600,8547400,11416000,6780400,7209700,2842700,7691300,7626400,11790000
sp|P05109|S10A8_HUMAN,6625700,10261000,35579000,1676100,10453000,2696200,7262900,1110200,1990700,2622900,10735000,53932000,991440,25590000,4158700,30175000,NA,7536300,8768800,8889400,10170000,4498600,5212600,4929200,5142100,7506900,1613600
sp|P05114|HMGN1_HUMAN,11603000,7133500,4872900,6804700,3479700,2233100,550110,12840000,15781000,7946600,2969700,3744700,5459700,5729200,1020800,6054900,11753000,8974100,4741100,3734500,4002200,11788000,3154300,3753400,20292000,3426800,4405100
sp|P05141|ADT2_HUMAN,7906500,17138000,4548200,4221600,9774800,5051200,14403000,9834500,4907600,12265000,12442000,11926000,4833800,10913000,7399300,10820000,6523100,12579000,11766000,12244000,10529000,4312000,7087800,11735000,4487400,11619000,10872000
sp|P05161|ISG15_HUMAN,1051100,9573700,1355400,799210,700270,1106900,4022500,NA,2740900,1053100,4528300,NA,NA,785030,801590,611090,5210400,2516800,1040000,638940,1059100,3574500,NA,824610,1151800,884240,631300
sp|P05164-2|PERM_HUMAN;sp|P05164|PERM_HUMAN;sp|P05164-3|PERM_HUMAN,7530300,15806000,12124000,4051900,10624000,3036300,5447500,326370,3138400,3045400,4572100,57175000,2252100,14983000,1920100,23812000,1655500,9894400,10101000,6674800,12664000,3645000,6531800,4397000,1805900,5340100,2469600
sp|P05165-3|PCCA_HUMAN;sp|P05165-2|PCCA_HUMAN;sp|P05165|PCCA_HUMAN,NA,NA,NA,NA,545120,NA,NA,NA,464280,NA,NA,NA,NA,NA,NA,NA,NA,778510,777070,640070,NA,NA,NA,NA,NA,NA,605520
sp|P05166|PCCB_HUMAN;sp|P05166-2|PCCB_HUMAN,368570,NA,NA,NA,350320,NA,NA,NA,NA,NA,247600,NA,NA,NA,NA,NA,NA,579070,363260,NA,NA,NA,NA,288670,NA,432120,877700
sp|P05186|PPBT_HUMAN;sp|P05186-3|PPBT_HUMAN;sp|P05186-2|PPBT_HUMAN,1441300,235320,419780,476940,NA,NA,NA,2639900,382710,6000900,NA,413640,NA,613740,457110,NA,NA,478020,NA,526250,NA,NA,NA,NA,NA,NA,2360200
sp|P05198|IF2A_HUMAN,3915600,9278600,6328800,2860500,3383300,2743400,10679000,3059000,4516700,4665700,6079800,5416700,3298800,3531500,4334000,7283800,5615400,2635200,2369400,1994700,4308100,3983600,3286700,2736400,4942900,2598000,3096900
sp|P05204|HMGN2_HUMAN,NA,NA,NA,NA,NA,NA,NA,1273000,NA,NA,NA,NA,646440,NA,NA,NA,780130,NA,NA,NA,NA,621330,NA,NA,2992200,NA,NA
sp|P05362|ICAM1_HUMAN,4259500,2325000,2455500,3174300,3127800,3897400,654380,10377000,5814500,6030700,7192400,2925800,2975300,2888100,1654200,NA,8726300,3309600,2181100,2444700,5226200,4003600,4562800,1129600,4245800,4106600,6293500
sp|P05387|RLA2_HUMAN,8614500,15897000,10104000,4237200,10366000,13225000,17353000,16487000,13053000,10132000,13625000,10565000,6861000,7059500,10830000,12264000,12199000,9032400,5569900,8583600,16610000,15007000,9793100,8565800,23311000,11098000,8772400
sp|P05388|RLA0_HUMAN;sp|P05388-2|RLA0_HUMAN,8848100,13791000,14449000,8911300,8679600,8213300,18385000,10477000,10506000,8958600,12680000,13162000,9228300,7565300,11949000,18024000,10798000,10441000,8879600,7479400,11326000,8273700,4958500,7349500,11132000,4719900,8286200
sp|P05413|FABPH_HUMAN,2503600,2378700,2513800,3141300,3289300,NA,NA,3404100,NA,6008900,3453000,1308700,NA,NA,NA,NA,2013200,6803500,2872700,4153600,2234300,1254500,1790700,2064400,1334000,2314900,2325400
sp|P05455|LA_HUMAN,1988600,3612500,2905800,2209200,1924900,3353000,3910400,3241100,2419500,1779400,2093600,2418900,2286900,1703400,3727900,3351200,2907400,1900900,1211800,1190800,2966900,2835900,1741400,2417400,2765600,2218100,1229200
sp|P05556|ITB1_HUMAN;sp|P05556-2|ITB1_HUMAN;sp|P05556-5|ITB1_HUMAN;sp|P05556-4|ITB1_HUMAN;sp|P05556-3|ITB1_HUMAN,5924400,4131600,8692300,8444000,5996100,3975800,5111500,4143900,4700200,7384800,5847300,5166700,7393700,5698800,6067500,8383100,4857700,5449200,5115700,7077400,5314300,6023300,9447000,7151200,3059100,9110100,5201000
sp|P05997|CO5A2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6756000,NA,NA,NA,NA,NA,NA,NA,NA,3518600,NA,NA,NA,NA,NA,NA,NA
sp|P06132|DCUP_HUMAN,NA,1051300,579660,NA,452190,NA,NA,521290,542160,NA,561640,1231000,NA,NA,686460,394530,541800,NA,NA,NA,730170,537400,NA,NA,445270,439870,NA
sp|P06280|AGAL_HUMAN,NA,NA,1064800,NA,NA,NA,1607700,NA,NA,NA,1087400,NA,NA,1131500,NA,NA,NA,1720100,NA,1134300,NA,NA,NA,NA,1084400,NA,NA
sp|P06396|GELS_HUMAN;sp|P06396-4|GELS_HUMAN;sp|P06396-3|GELS_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P06396-2|GELS_HUMAN,28506000,24907000,33592000,37845000,35380000,31899000,14280000,38657000,44492000,18282000,44654000,24574000,40831000,33466000,11197000,14256000,56993000,51527000,43673000,32064000,45058000,56934000,31159000,32150000,33349000,29180000,35375000
sp|P06454-2|PTMA_HUMAN;sp|P06454|PTMA_HUMAN,3088400,2715900,3136800,2369700,2116700,3190900,3402400,10134000,5003000,3363400,1408300,1136900,3564300,NA,NA,1836800,9249600,1145600,1195100,1369700,NA,5075100,NA,1258800,8097400,NA,6766200
sp|P06493|CDK1_HUMAN;sp|P06493-2|CDK1_HUMAN,NA,NA,NA,NA,NA,NA,450200,NA,NA,NA,NA,NA,NA,NA,NA,409300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P06576|ATPB_HUMAN,16181000,19255000,12361000,17835000,12952000,17557000,13500000,11033000,15980000,28119000,10546000,16346000,12357000,13792000,31774000,19219000,10225000,21044000,18473000,19665000,16696000,9271300,11834000,20083000,8897900,16342000,18024000
sp|P06681-2|CO2_HUMAN;sp|P06681-3|CO2_HUMAN;sp|P06681|CO2_HUMAN,NA,1041700,633410,NA,716910,NA,NA,667400,NA,NA,663370,2022700,NA,1800900,NA,527140,NA,NA,1265600,749580,NA,NA,NA,NA,NA,NA,NA
sp|P06702|S10A9_HUMAN,18546000,32191000,55597000,3958600,20699000,9230400,14267000,5209700,5542600,9884600,16574000,91694000,4877200,34914000,4684900,40683000,2641700,18696000,22046000,24229000,19041000,16375000,14903000,11937000,16972000,16593000,6180000
sp|P06703|S10A6_HUMAN,134910000,80509000,196890000,146980000,205260000,219970000,56682000,252800000,604690000,208600000,413850000,165170000,155150000,217220000,167290000,59343000,391200000,162370000,195620000,206480000,390780000,971660000,226420000,213900000,360780000,212760000,164650000
sp|P06727|APOA4_HUMAN,2088300,306860,1425000,1536000,7909300,3022700,1416600,4302500,2460700,1717800,2733700,5133500,3561300,12946000,1765500,1208100,1027400,2076000,3922300,804530,4301300,2239600,3407200,3015100,1770000,3841900,3363200
sp|P06730|IF4E_HUMAN;sp|P06730-3|IF4E_HUMAN;sp|P06730-2|IF4E_HUMAN,NA,1557300,2360900,NA,1076100,NA,3572300,NA,801340,1132000,1581500,1388400,835330,1042000,1703200,1413100,981040,994360,NA,1095600,2398500,2505700,NA,2280800,2609300,NA,1732900
sp|P06731-2|CEAM5_HUMAN;sp|P06731|CEAM5_HUMAN;sp|P13688-3|CEAM1_HUMAN;sp|P13688-4|CEAM1_HUMAN;sp|P13688-11|CEAM1_HUMAN;sp|P13688-9|CEAM1_HUMAN;sp|P13688-6|CEAM1_HUMAN;sp|P13688-5|CEAM1_HUMAN,1416300,7745100,52735000,1988600,5783400,16666000,5979400,NA,NA,11873000,5004700,15765000,NA,NA,NA,NA,10590000,NA,NA,NA,16619000,NA,NA,NA,21644000,1197400,NA
